,listing__statPrice,product-subtitle,Model,Box,Papers,Age,Movement,ConditionGrade,CaseSize,Case,Dial,Bracelet,LOT,Location,Seller
730,6268.675499999999,OysterPerpetual39,114300,Yes,Yes,2019,automatic,,39mm,StainlessSteel,BlackBatonDial,StainlessSteelOyster,#000659,"Shrewsbury,Shropshire,UnitedKingdom",
731,11229.832719,Submariner,16610,Yes,Yes,2004,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000658,"Edinburgh,Scotland,UnitedKingdom",
732,20855.205,Yacht-Master37,268655,Yes,Yes,2021,automatic,,37mm,RoseGold,Black,RubberOysterFlex,#000657,"Inverness,Scotland,UnitedKingdom",
733,37539.369,Daytona,116519LN,Yes,Yes,2018,automatic,,40mm,WhiteGold,Steel/Black,BlackOysterflex,#000655,"London,UnitedKingdom",
734,11759.465088,ExplorerII,16570,Yes,Yes,2004,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000651,"Edinburgh,Scotland,UnitedKingdom",
735,25777.079999999998,GMTMasterII,16718,Yes,Yes,1994,automatic,,40mm,YellowGold,Black,YellowGoldOyster,#000648,"Brentford,London,UnitedKingdom",
736,12097.35,Submariner,16613,Yes,Yes,2005,automatic,,40mm,StainlessSteelandYellowGold,Blue,StainlessSteelandYellowGold,#000644,"Edinburgh,Scotland,UnitedKingdom",
737,6952.650000000001,Air-King,116900,Yes,Yes,2020,automatic,,40mm,StainlessSteel,BlackArabic,StainlessSteelOyster,#000639,"Edinburgh,Scotland,UnitedKingdom",
738,10608.969200000001,Yacht-Master,16622,Yes,Yes,2004,automatic,,40mm,Steel&amp;Platinum,Platinum,StainlessSteelOyster,#000636,"Edinburgh,Scotland,UnitedKingdom",
739,12218.404,ExplorerII,226570,Yes,Yes,2021,automatic,,42mm,StainlessSteel,White,StainlessSteelOyster,#000634,"London,UnitedKingdom",
740,9859.418955,Milgauss,116400GV,Yes,Yes,2014,automatic,,40mm,StainlessSteel,BlueBaton,StainlessSteelOyster,#000631,"Edinburgh,Scotland,UnitedKingdom",
741,40265.195,GMTMasterII,126719BLRO,Yes,Yes,2019,automatic,,40mm,WhiteGold,Blue,WhiteGoldOyster,#000622,"London,UnitedKingdom",
742,16660.068,GMT-MasterII,116710BLNR,Yes,Yes,2015,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000630,"Toomebridge,NorthernIreland,UnitedKingdom",
743,38711.204000000005,Daytona,116519LN,Yes,Yes,2021,automatic,,40mm,WhiteGold,Steel/Black,Oysterflex,#000626,"London,UnitedKingdom",
744,29379.038750000003,Submariner,16610LV,Yes,Yes,2008,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000625,"Blackheath,London,UnitedKingdom",
745,10655.0875,Deepsea,116660,Yes,Yes,2009,automatic,,44mm,StainlessSteel,Black,StainlessSteelOyster,#000621,"NewcastleUponTyne,UnitedKingdom",
746,9975.92025,Submariner,16613,Yes,Yes,1997,automatic,,40mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#000613,"Halstead,Essex,UnitedKingdom",
747,6191.9505,OysterPerpetual31,277200,Yes,Yes,2020,automatic,,31mm,StainlessSteel,Blue,StainlessSteelOyster,#,"London,UnitedKingdom",
748,16529.4,GMTMasterII,126710BLNR,Yes,Yes,2019,automatic,,40mm,StainlessSteel,Black,StainlessSteelJubilee,#000597,"York,NorthYorkshire,UnitedKingdom",
749,11363.7158,GMTMasterII,116710LN,Yes,Yes,2008,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000584,"Halstead,Essex,UnitedKingdom",
750,88869.81300000001,Submariner,16613,Yes,Yes,1993,automatic,,40mm,SteelandYellowGold,BlueLapisLazuli,SteelandYellowGoldOyster,#000581,"Caerphilly,Wales,UnitedKingdom",
751,30453.83,Pearlmaster,M81285-0024,Yes,Yes,2019,automatic,,34mm,RoseGold,BlackMotherofPearlDiamond,RoseGoldPearlmaster,#000578,"Edinburgh,Scotland,UnitedKingdom",
752,59315.75525,GMTMasterII,126719BLRO,Yes,Yes,2020,automatic,,40mm,WhiteGold,Meteorite,WhiteGoldOyster,#000554,"Buckinghamshire,UnitedKingdom",
753,32620.984500000002,Daytona,116500LN,Yes,Yes,2018,automatic,,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#000577,"Staffordshire,UnitedKingdom",
754,25481.567000000003,Pearlmaster,M80285,Yes,Yes,2015,automatic,,29mm,EveroseGold,MotherofPearlLotusMotif,EveroseGold,#000562,"Edinburgh,Scotland,UnitedKingdom",
755,16553.436,Submariner,16610LV,Yes,Yes,2009,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000559,"Leicester,UnitedKingdom",
756,16034.1,GMTMasterII,116710BLNR,Yes,Yes,2014,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000548,"Coventry,UnitedKingdom",
757,15826.357499999998,Submariner,126613LB,Yes,Yes,2021,automatic,,41mm,StainlessSteelandGold,Blue,StainlessSteelandGoldOyster,#000538,"Lisbon,Portugal",
758,14106.10125,Daytona,16523,Yes,Yes,2001,automatic,,40mm,SteelandYellowGold,White,SteelandYellowGoldOyster,#000540,"Fulham,London,UnitedKingdom",
759,17001.1625,Deepsea,116660,Yes,Yes,2018,automatic,,44mm,StainlessSteel,Blue/BlackGradient,StainlessSteelOyster,#000525,"Surrey,UnitedKingdom",
760,7507.560600000001,OysterPerpetual,124300,Yes,Yes,2021,automatic,,41mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#000521,"CanaryWharf,London,UnitedKingdom",
761,16704.6,GMTMasterII,126710BLNR,Yes,Yes,2020,automatic,,40mm,StainlessSteel,Black,StainlessSteelJubilee,#000520,"Fulham,London,UnitedKingdom",
762,10335.269199999999,DatejustII,116334,Yes,Yes,2016,automatic,,41mm,StainlessSteelandWhiteGold,SilverDiamond,StainlessSteelOyster,#000516,"StAlbans,Hertfordshire,UnitedKingdom",
763,25139.844,Yacht-Master,116655,Yes,Yes,2015,automatic,,40mm,RoseGold,Black,RubberOysterFlex,#000515,"Fulham,London,UnitedKingdom",
764,12683.7256,Cellini,50505,Yes,Yes,2019,automatic,,40mm,Gold,Black,BlackAlligatorStrap,#000514,"Fulham,London,UnitedKingdom",
765,7665.987999999999,AirKing,116900,Yes,Yes,2021,automatic,,40mm,StainlessSteel,BlackArabicNumerals,"StainlessSteel,Oyster",#000512,"Dorchester,Dorset,UnitedKingdom",
766,10871.764799999999,Submariner,16613,Yes,Yes,2003,automatic,,40mm,SteelandYellowGold,Blue,SteelandYellowGoldOyster,#000511,"Anglesey,Wales,UnitedKingdom",
767,5292.3702,OysterPerpetualDate,115200,Yes,Yes,2018,automatic,,34mm,StainlessSteel,Salmon,StainlessSteelOyster,#000509,"Wateringbury,Kent,UnitedKingdom",
768,12430.35,Deepsea,126660,Yes,Yes,2018,automatic,,44mm,StainlessSteel,Black,StainlessSteelOyster,#000508,"MeltonMowbray,Leicestershire,UnitedKingdom",
769,10503.7624,Datejust41,126334,Yes,Yes,2021,automatic,,41mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#000485,"Winchester,Hampshire,UnitedKingdom",
770,14249.468,Submariner,116613LB,Yes,Yes,2018,automatic,,40mm,SteelandGold,Blue,SteelandGoldOyster,#000500,"Wateringbury,Kent,UnitedKingdom",
771,22207.9725,Daytona,116520,Yes,Yes,2011,automatic,,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#000499,"Huntingdon,Cambridge,UnitedKingdom",
772,3666.0779999999995,OysterPerpetual,77080,Yes,Yes,2003,automatic,,31mm,StainlessSteel,Salmon,StainlessSteelOyster,#000497,"Wateringbury,Kent,UnitedKingdom",
773,11507.868624,Datejust41,126334,Yes,Yes,2020,automatic,,41mm,StainlessSteel,SlateRomanNumeral,StainlessSteelOyster,#000493,"Shirley,WestMidlands,UnitedKingdom",
774,16929.0,GMTMasterII,126710BLNR,Yes,Yes,2020,automatic,,40mm,StainlessSteel,Black,StainlessSteelJubilee,#000487,"Knightsbridge,London,UnitedKingdom",
775,35423.3,Submariner,16610LV,Yes,Yes,2004,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000484,"Liverpool,UnitedKingdom",
776,26114.267,Sky-Dweller,326934,Yes,Yes,2019,automatic,,42mm,StainlessSteel,BlueBaton,StainlessSteel,#000481,"London,UnitedKingdom",
777,41915.672,GMTMasterII,126715CH,Yes,Yes,2021,automatic,,40mm,EveroseGold,Black,EveroseOyster,#000471,"Barnet,London,UnitedKingdom",
778,18522.4653,GMTMasterII'Pepsi',126710BLRO,Yes,Yes,2018,automatic,,40mm,StainlessSteel,Black,StainlessSteelJubilee,#000452,"Aberdeen,Scotland,UnitedKingdom",
779,23064.3725,Daytona,116520,Yes,Yes,2014,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000451,"Aberdeen,Scotland,UnitedKingdom",
780,25070.08225,Daytona,116520,Yes,Yes,2006,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000447,",UnitedKingdom",
781,18047.982,GMT-MasterII,126710BLNR,Yes,Yes,2020,automatic,,40mm,Steel,Black,SteelJubilee,#000443,"Letchworth,UnitedKingdom",
782,18466.4025,DEEPSEASEA-DWELLER,126660,Yes,Yes,2021,automatic,,44mm,StainlessSteel,BlueGraduated,StainlessSteelOyster,#,"Marlborough,Wiltshire,UnitedKingdom",
783,11886.42,Deepsea,116660,Yes,Yes,2011,automatic,,44mm,StainlessSteel,Black,StainlessSteelOyster,#,"Bristol,UnitedKingdom",
784,20663.4968,Daytona,116503,Yes,Yes,2021,automatic,,40mm,StainlessSteelandYellowGold,BlackBaton,StainlessSteelandGoldOyster,#000431,"Islington,London,UnitedKingdom",
785,42831.852249999996,GMTMasterII,126715CHNR,Yes,Yes,2021,automatic,,40mm,RoseGold,Black,RoseGoldOyster,#000424,"Islington,London,UnitedKingdom",
786,8494.158071,Datejust41,126300,Yes,Yes,2021,automatic,,41,StainlessSteel,Black,"StainlessSteel,Oyster",#000423,"HighWycombe,Buckinghamshire,UnitedKingdom",
787,41157.815,Sky-Dweller,326238,Yes,Yes,2020,automatic,,42mm,YellowGold,Black,Oysterflex,#000419,"Barnet,London,UnitedKingdom",
788,113538.8,Daytona,116506,Yes,Yes,2019,automatic,,40mm,Platinum,IceBlueBaton,PlatinumOysterBracelet,#000416,"Macclesfield,Cheshire,UnitedKingdom",
789,9330.5322,Yacht-Master,16623,Yes,Yes,2005,automatic,,40mm,Steel&amp;Gold,MotherofPearl,"Steel&amp;Gold,Oyster",#000415,"Birmingham,UnitedKingdom",
790,17318.03325,Sky-Dweller,326934,Yes,Yes,2018,automatic,,42mm,StainlessSteel&amp;WhiteGold,White,"StainlessSteel,Oyster",#000413,"Birmingham,UnitedKingdom",
791,10320.1341,Milgauss,116400GV,Yes,Yes,2020,automatic,,40mm,Steel,Black,OysterSteel,#000412,"Cardiff,UnitedKingdom",
792,46636.0621,GMTMasterII,116718LN,Yes,Yes,2014,automatic,,40mm,YellowGold,Green,YellowGold,#000407,"Huddersfield,WestYorkshire,UnitedKingdom",
793,8482.302,Datejust41,126300,Yes,Yes,2019,automatic,,StainlessSteel,41mm,BlueBaton,StainlessSteelJubilee,#000405,"Dawlish,Exeter,UnitedKingdom",
794,29600.613,Daytona,116500LN,Yes,Yes,2018,automatic,,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#000401,"Mayfair,London,UnitedKingdom",
795,12685.977,Yacht-Master,116621,Yes,Yes,2018,automatic,,40mm,SteelandRoseGold,Chocolate,SteelandRoseGold,#000400,"Dawlish,Exeter,UnitedKingdom",
796,11276.424,OysterPerpetual,124300,Yes,Yes,2020,automatic,,41,StainlessSteel,Yellow,StainlessSteelOyster,#000307,"Exmouth,Devon,UnitedKingdom",
797,8647.6626,Datejust,126300,Yes,Yes,2021,automatic,,41mm,StainlessSteel,Black,"StainlessSteel,Oyster",#000302,"Mayfair,London,UnitedKingdom",
798,31153.100000000002,Submariner,5508,No,No,1962,automatic,,37mm,StainlessSteel,Black,LeatherStrap,#000298,"TunbridgeWells,Kent,UnitedKingdom",
799,15576.550000000001,Sea-Dweller,16600,Yes,Yes,2009,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000297,"Leicester,UnitedKingdom",
800,9188.510499999999,ExplorerII,16570,Yes,Yes,2007,automatic,,40mm,StainlessSteel,White,StainlessSteelOyster,#000296,"London,UnitedKingdom",
801,7492.170099999999,Air-King,116900,Yes,Yes,2020,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000294,"Tenterden,Kent,UnitedKingdom",
802,7965.465,Yacht-Master,16622,Yes,No,2006,automatic,,40mm,SteelandPlatinum,Platinum,StainlessSteelOyster,#000289,"Bristol,UnitedKingdom",
803,14323.862500000001,Submariner,126610LN,Yes,Yes,41mm,automatic,,41mm,StainlessSteel,Black,StainlessSteelOyster,#000290,"Newcastle,UnitedKingdom",
804,17398.252500000002,GMTMasterII,126710BLNR,Yes,Yes,2021,automatic,,40mm,StainlessSteel,Black,"StainlessSteel,Jubilee",#000285,"Tottenham,London,UnitedKingdom",
805,7546.2300000000005,OysterPerpetual,124300,Yes,Yes,2020,automatic,,41mm,StainlessSteel,Black,StainlessSteelOyster,#000284,"Tenterden,Kent,UnitedKingdom",
806,12577.050000000001,Datejust41,126334,Yes,Yes,2918,automatic,,41mm,StainlessSteel&amp;WhiteGold,"Blue,DiamondSet","StainlessSteel,Oyster",#000283,"Chester,Cheshire,UnitedKingdom",
807,12997.2708,Submariner,114060,Yes,Yes,2020,automatic,,40mm,StainlessSteel,Black,StainlessSteel,#000280,"London,UnitedKingdom",
808,21110.08338,DayDate,118239,Yes,Yes,2007,automatic,,36mm,WhiteGold,BlackMotherofPearlDiamond,WhiteGoldPresident,#000276,"Oxted,Surrey,UnitedKingdom",
809,19495.9062,GMTMasterII,126711CHNR,Yes,Yes,2021,automatic,,40mm,SteelandRoseGold,Black,SteelandRoseGoldOyster,#000278,"Ipswich,Suffolk,UnitedKingdom",
810,11679.7212,ExplorerII,216570,Yes,Yes,2011,automatic,,42mm,StainlessSteel,White,StainlessSteelOyster,#000275,"Maldon,Essex,UnitedKingdom",
811,28504.0815,Yacht-Master,126655,Yes,Yes,2021,automatic,,40mm,RoseGold,Black,RubberOysterflex,#000274,"London,UnitedKingdom",
812,16107.76,Daytona,116523,Yes,No,2006,automatic,,40mm,SteelandYellowGold,WhiteBaton,SteelandYellowGoldOyster,#000269,"Canterbury,Kent,UnitedKingdom",
813,16337.70525,Sky-Dweller,326933,Yes,Yes,2019,automatic,,42mm,StainlessSteel/Gold,Black,StainlessSteel/GoldOyster,#000265,"StaplefordAbbotts,Essex,UnitedKingdom",
814,30848.204313,Daytona,116500LN,Yes,Yes,2018,automatic,,40mm,StainlessSteel,BlackDial,StainlessSteelOyster,#000260,"Finchampstead,Wokingham,UnitedKingdom",
815,16325.10925,Submariner,126613LB,Yes,Yes,2020,automatic,,41mm,SteelandYellowGold,Blue,SteelandYellowGold,#000259,"Louth,Lincolnshire,UnitedKingdom",
816,28513.203999999998,Daytona,16520,Yes,Yes,1996,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000255,"Surrey,UnitedKingdom",
817,13630.702399999998,Deepsea,126660,Yes,Yes,2021,automatic,,44mm,OysterSteel,Black,StainlessSteelOyster,#000254,"HighWycombe,Buckinghamshire,UnitedKingdom",
818,8013.570000000001,Datejust41,126300,Yes,Yes,2020,automatic,,41mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#000248,"Canterbury,Kent,UnitedKingdom",
819,16579.8,GMTMasterII,116710BLNR,Yes,Yes,2018,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000249,"Midhurst,WestSussex,UnitedKingdom",
820,9016.023500000001,OysterPerpetual,115234,Yes,Yes,2020,automatic,,34mm,StainlessSteel,Black,"StainlessSteel,Oyster",#000244,"Cheltenham,Gloucestershire,UnitedKingdom",
821,27891.86,Yacht-Master,226659,Yes,Yes,2020,automatic,,42mm,WhiteGold,Black,Oysterflex,#000240,"Hertford,Hertforshire,UnitedKingdom",
822,9064.8545,OysterPerpetual,126000,Yes,Yes,2020,automatic,,36mm,StainlessSteel,CoralRed,StainlessSteelOyster,#000238,"Cheshire,UnitedKingdom",
823,2649.7267,Cellini,5115/8,Yes,Yes,2008,manual,,32mm,YellowGold,White,LeatherStrap,#000236,"York,WestYorkshire,UnitedKingdom",
824,10021.572,ExplorerII,216570,Yes,No,2010,automatic,,42mm,StainlessSteel,"WhiteDial,Polar","StainlessSteel,Oyster",#000235,"Esher,Surrey,UnitedKingdom",
825,17746.53375,Submariner,16610LV,Yes,Yes,2008,automatic,,40mm,StainlessSteel,Black,"StainlessSteel,Oyster",#000233,"Macclesfield,Cheshire,UnitedKingdom",
826,18777.771,GMTMasterIIRootBeer,126711CHNR,Yes,Yes,2020,automatic,,40mm,StainlessSteel/Gold,Black,Steel/RoseGoldOyster,#000230,"Tenterden,Kent,UnitedKingdom",
827,74998.44,Daytona,116508,Yes,Yes,2020,automatic,,40mm,YellowGold,GreenBaton,YellowGold,#000225,"Glasgow,UnitedKingdom",
828,6110.984,OysterPerpetual,124200,Yes,Yes,2020,automatic,,34mm,StainlessSteel,Blue,StainlessSteelOyster,#000224,"Balham,London,UnitedKingdom",
829,36417.9375,Daytona,116500LN,Yes,Yes,2017,automatic,,40mm,StainlessSteel,WhiteDial,StainlessSteel,#000220,"Worcester,UnitedKingdom",
830,8590.2922,AirKing,116900,Yes,Yes,2021,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#000214,"London,UnitedKingdom",
831,28057.00275,Daytona,116520,Yes,Yes,2015,automatic,,40mm,StainlessSteel,2015,"StainlessSteel,Oyster",#000216,"Worcester,UnitedKingdom",
832,8308.122,Milgauss,116400GV,Yes,Yes,2009,automatic,,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#000211,"Bromley,Kent,UnitedKingdom",
833,6343.9831,Milgauss,116400,Yes,No,2008,automatic,,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#000203,"Maldon,Essex,UnitedKingdom",
834,9550.8317,Datejust,69138,Yes,Yes,1991,automatic,,26mm,YellowGold,"WhiteDial,DiamondHourMarks",YellowGold,#000202,"Chester,Cheshire,UnitedKingdom",
835,12173.480000000001,ExplorerII,216570,Yes,Yes,2019,automatic,,42mm,StainlessSteel,White,StainlessSteelOyster,#000116,"Cumbria,UnitedKingdom",
836,38013.085,Daytona,116519LN,Yes,Yes,2017,automatic,,40mm,WhiteGold,Steel/Black,Oysterflex,#000112,"London,UnitedKingdom",
837,27571.56,Submariner,16610LV,Yes,Yes,2004,automatic,,40mm,StainlessSteel,Black,StainlessSteel,#000108,"StAlbans,Hertfordshire,UnitedKingdom",
838,45217.358400000005,Sky-Dweller,326235,Yes,Yes,2021,automatic,,42mm,RoseGold,Rhodium,OysterFlex,#000106,"Sunningdale,Berkshire,UnitedKingdom",
839,20699.655,Yacht-Master37,268655,Yes,Yes,2015,automatic,,37mm,RoseGold,Black,RubberOysterFlex,#000103,"London,UnitedKingdom",
840,14424.963000000002,OysterPerpetual41,124300,Yes,Yes,2020,automatic,,41mm,StainlessSteel,TurquoiseBlue,StainlessSteelOyster,#00097,"Worcestershire,UnitedKingdom",
841,14189.668349999998,GMTMaster,16750,Yes,Yes,1988,automatic,,40mm,StainlessSteel,Black,StainlessSteelOysterBracelet,#00088,"Chester,Cheshire,UnitedKingdom",
842,31186.837499999998,Yacht-Master,226659,Yes,Yes,2021,automatic,,42mm,WhiteGold,Black,RubberOysterFlex,#00085,"HenleyonThames,UnitedKingdom",
843,12881.663299999998,Datejust,126334,Yes,Yes,2020,automatic,,41mm,StainlessSteel&amp;WhiteGold,Rhodium(Slate),StainlessSteel,#00084,"Epsom,Surrey,UnitedKingdom",
844,16470.96,Chronograph,3695,No,No,1940s,automatic,,36mm,StainlessSteel,Black,LeatherStrap,#00080,"London,UnitedKingdom",
845,8932.95,ExplorerII,16570,Yes,Yes,1996,automatic,,40mm,StainlessSteel,White,StainlessSteel,#00077,"Tenby,Wales,UnitedKingdom",
846,9070.380000000001,Submariner,16610,Yes,Yes,1991,automatic,,40mm,StainlessSteel,Black,StainlessSteel,#,",UnitedKingdom",
847,16024.338000000002,Submariner,5513,No,No,1963,automatic,,40mm,StainlessSteel,Black,LeatherStrap,#,"London,UnitedKingdom",
848,11817.8645,GMTMasterII,116710LN,Yes,Yes,2018,automatic,,40mm,StainlessSteel,Black,StainlessSteelOyster,#00061,"Milan,Italy",
849,18657.999,SubmarinerDate,116610LV,Yes,Yes,2019,automatic,,40mm,StainlessSteel,Green,StainlessSteelOysterBracelet,#00058,"Chester,Cheshire,UnitedKingdom",
850,6288.4367,Cellini,5440/8,Yes,Yes,2006,automatic,,28mmx47mm,YellowGold,ChampagneRomanNumeral,CrocodileStrap,#00056,"Aberdeen,Scotland,UnitedKingdom",
851,24600.9172,Sky-Dweller,326934,Yes,Yes,2019,automatic,,42mm,StainlessSteel,BlueBaton,SteelOyster,#00055,"Tarvin,Cheshire,UnitedKingdom",
852,15871.920499999998,GMTMasterII,16710T,Yes,Yes,2006,automatic,,40mm,StainlessSteel,StickDial,StainlessSteelOyster,#00051,"NewForest,UnitedKingdom",
853,7683.3904,Explorer,214270,Yes,Yes,2019,automatic,,39mm,StainlessSteel,BlackArabicNumerals,StainlessSteelOyster,#00050,"Surrey,UnitedKingdom",
854,23324.578,Yacht-Master,116655,Yes,Yes,2018,automatic,,40mm,Gold,Black,RubberOysterFlex,#00048,"NewForest,UnitedKingdom",
855,12400.362,SubmarinerDate,116610LN,Yes,Yes,2019,automatic,,40mm,StainlessSteel,Black,StainlessSteelOysterBracelet,#00044,"Chester,Cheshire,UnitedKingdom",
856,10609.1986,Datejust41,126334,Yes,Yes,2019,automatic,,41mm,StainlessSteel,BlueBaton,StainlessSteelOysterBracelet,#00043,"Chester,Cheshire,UnitedKingdom",
857,15997.56,GMTMasterII,126710BLNR,Yes,Yes,2019,automatic,,40mm,StainlessSteel,Black,StainlessSteelJubilee,#,"Chester,Cheshire,UnitedKingdom",
858,7447.14,Datejust,116233,Yes,Yes,2005,automatic,,36mm,Steel/Gold,ChampagneDiamond,Steel/GoldJubilee,#00022,"Woodford,Cheshire,UnitedKingdom",
859,16204.425,SeaDwellerDeepsea,116660,Yes,Yes,2015,automatic,,44mm,StainlessSteel,Blue/BlackGradient,StainlessSteel,#00035,"London,UnitedKingdom",
860,24134.25,Daytona,16520,No,No,1997,automatic,,40mm,StainlessSteel,Black,StainlessSteel,#00018,"Windsor,Berkshire,UnitedKingdom",
861,19446.3675,GMTMasterII,126710BLRO,Yes,Yes,2021,automatic,,40mm,StainlessSteel,Black,StainlessSteelJubilee,#00009,"Canterbury,Kent,UnitedKingdom",
862,20687.625,Submariner,116610LV,Yes,Yes,2020,automatic,,40mm,StainlessSteel,Green,StainlessSteelOyster,#00031,"London,UnitedKingdom",
863,39996.075000000004,GMTMasterII,126719BLRO,Yes,Yes,2020,automatic,,40mm,WhiteGold,Blue,WhiteGold,#00004,"TunbridgeWells,Kent,UnitedKingdom",
